unip	degree	type
O43933	4.0	"Mendelian
disease"
O15169	64.0	"Mendelian
disease"
O15344	9.0	"Mendelian
disease"
Q86SK9	2.9999999999999996	"Mendelian
disease"
Q9UM00	13.0	"Mendelian
disease"
Q8NDG6	2.9999999999999996	"Mendelian
disease"
P11487	5.999999999999999	"Mendelian
disease"
Q9Y697	4.0	"Mendelian
disease"
P11498	18.0	"Mendelian
disease"
P26232	8.0	"Mendelian
disease"
Q86W42	17.0	"Mendelian
disease"
P02458	11.0	"Mendelian
disease"
O43707	34.0	"Mendelian
disease"
P49821	67.0	"Mendelian
disease"
P50995	23.999999999999996	"Mendelian
disease"
P61916	5.0	"Mendelian
disease"
Q99720	5.999999999999999	"Mendelian
disease"
