unip	degree	type
Q9H3Z4	7.278093543575035e-05	"Mendelian
disease"
O75061	0.0004056965990004911	"Mendelian
disease"
Q9UKV8	0.0010590860565516025	"Mendelian
disease"
P35869	7.810449017547624e-05	"Mendelian
disease"
Q16671	2.0810877770482505e-05	"Mendelian
disease"
P11802	0.0008273270351859201	"Mendelian
disease"
Q13546	0.0016989668879618279	"Mendelian
disease"
Q9Y243	5.6441094554981565e-05	"Mendelian
disease"
Q8IWX7	4.0793970867219085e-05	"Mendelian
disease"
P04626	0.0011451423057287668	"Mendelian
disease"
Q01362	9.34467394216807e-07	"Mendelian
disease"
Q04912	5.5280099795396745e-05	"Mendelian
disease"
P38646	0.0026755890987352777	"Mendelian
disease"
O14746	0.0002700776435497947	"Mendelian
disease"
P08581	0.0009003260236716515	"Mendelian
disease"
P51571	0.0007766029694153979	"Mendelian
disease"
Q15831	0.0006170396199340531	"Mendelian
disease"
P06401	0.0003099502541404591	"Mendelian
disease"
P07237	0.001483914575660839	"Mendelian
disease"
Q9UHD2	0.00237036711084906	"Mendelian
disease"
O43318	0.0020308344127400978	"Mendelian
disease"
P12931	0.012746201805207134	"Mendelian
disease"
Q05655	0.0012116123986798688	"Mendelian
disease"
Q9BXM7	0.0010297165611326943	"Mendelian
disease"
Q9H892	1.9097044949144677e-05	"Mendelian
disease"
P37023	0.0005050155175144319	"Mendelian
disease"
O95718	1.1339675116584277e-05	"Mendelian
disease"
Q14653	3.760022121753814e-05	"Mendelian
disease"
O60674	0.0035921584797864946	"Mendelian
disease"
P06239	0.0017017388801918104	"Mendelian
disease"
O15111	0.003349771728125892	"Mendelian
disease"
Q99653	0.00021215574676813692	"Mendelian
disease"
P39656	0.0005397373901665763	"Mendelian
disease"
P42858	0.00037459473472626606	"Mendelian
disease"
P09884	0.00089262070740297	"Mendelian
disease"
Q07869	0.0002886295162500134	"Mendelian
disease"
Q92731	0.0005150488213313033	"Mendelian
disease"
O14920	0.0024242975078706984	"Mendelian
disease"
Q15303	0.000558569368808954	"Mendelian
disease"
P10275	0.0054170593187403675	"Mendelian
disease"
Q9BY41	0.00010524020088408031	"Mendelian
disease"
P19838	0.0018386659713970823	"Mendelian
disease"
P04899	0.004017695473367973	"Mendelian
disease"
P27797	0.0015007081939903437	"Mendelian
disease"
P09681	0.00026731463693668693	"Mendelian
disease"
P21333	0.002531434818059114	"Mendelian
disease"
Q5JWF2	0.0015078735269763203	"Mendelian
disease"
P35520	0.00016172562408905592	"Mendelian
disease"
P62913	0.0016066632122647344	"Mendelian
disease"
Q01432	0.0	"Mendelian
disease"
P46527	0.0011021925137929829	"Mendelian
disease"
Q9BXW9	0.00016484411750454305	"Mendelian
disease"
P51610	0.0007045312113853133	"Mendelian
disease"
P84022	0.002267833509693894	"Mendelian
disease"
Q9P2R6	0.0003673048319337223	"Mendelian
disease"
P35222	0.016015151042832375	"Mendelian
disease"
Q5TC82	7.087312264034875e-06	"Mendelian
disease"
P00558	0.0004920751686865913	"Mendelian
disease"
P11473	0.0006399621649730019	"Mendelian
disease"
P67775	0.009947160964983555	"Mendelian
disease"
P49815	0.00097673327867166	"Mendelian
disease"
Q9Y4R8	0.0003512653095092574	"Mendelian
disease"
Q9P2K8	1.5646848020178217e-05	"Mendelian
disease"
P35568	0.0011535958440966865	"Mendelian
disease"
P42224	0.0012569856997965362	"Mendelian
disease"
Q9Y2Q5	0.00017995004997325352	"Mendelian
disease"
