protein1	protein2
Q9NY93	Q9BZE4
Q9NY93	O00410
O00410	Q8TEX9
O00410	Q9P0U3
O00410	P52948
O00410	O60684
O00410	O95373
O00410	P35658
O00410	Q92973
O00410	P49792
P78316	Q8IY37
P78316	Q9Y3A4
P78316	Q9BSC4
P78316	Q15061
P78316	Q8NEJ9
P78316	Q5JTH9
P78316	A6NHQ2
P78316	Q5QJE6
Q15061	Q9Y3A4
Q15061	Q9BSC4
Q15061	A6NHQ2
Q15061	Q8NEJ9
Q15061	Q9UMY1
Q15061	Q5QJE6
O00541	Q9NW13
O00541	Q03701
O00541	Q9NZM5
O00541	Q9NQ55
O00541	Q96EH5
O00541	Q9UQ80
O00541	Q17RG1
O00541	Q9NVN8
O00541	Q14684
O00541	P62891
O00541	Q9BXY0
O00541	Q9H7B2
O00541	Q9BZE4
O00541	Q8TEA1
O00541	Q13823
O00541	P36915
O00541	O00488
O00541	O75683
O00541	Q6RFH5
O00541	Q6DKI1
O00541	P56182
O00541	Q9Y3B9
O00541	Q9H6Y2
O00541	Q9NVX2
Q9Y3A4	Q96NT1
Q9Y3A4	A6NHQ2
Q9Y3A4	Q8NEJ9
Q9Y3A4	Q9BSC4
Q9Y3A4	Q5QJE6
Q8NEJ9	Q9BSC4
Q8NEJ9	A6NHQ2
Q8NEJ9	Q5QJE6
Q9BSC4	Q9BQ67
Q9BSC4	A6NHQ2
Q9BSC4	Q5QJE6
Q99873	P62324
Q99873	Q9UBB5
Q99873	P78543
Q99873	Q96P11
Q99873	O75525
Q99873	Q9Y3Y2
Q99873	Q8NC51
Q99873	O60684
Q99873	Q14157
Q99873	Q92804
Q99873	A6NHQ2
Q03701	Q9NW13
Q03701	Q9H8H2
Q03701	Q86SX3
Q03701	Q9BZE4
Q03701	Q6ICC9
Q03701	Q9GZR2
Q03701	Q5VWQ0
Q08J23	Q6RFH5
Q5QJE6	A6NHQ2
Q14213	P29459
P29459	P29460
P29459	Q9Y624
Q99426	Q9BTE6
Q99426	Q96C90
Q9BTE6	Q96C90
Q9BTE6	Q92599
Q9BTE6	Q15019
Q96C90	Q9Y5Y2
Q96C90	Q9BTE6
Q9BTE6	Q9H8W5
P51693	Q92870
P51693	Q02410
P51693	O75553
P51693	O00213
P51693	O96018
P51693	Q99767
Q92870	Q9BXR0
Q92870	Q06481
Q92870	O00213
Q02410	Q06481
Q02410	Q00975
O75553	Q5VWQ8
O75553	Q06481
O75553	Q14114
O75553	Q9HCL0
O75553	Q9UM54
O75553	P98155
O75553	P01130
O75553	Q96B97
O00213	Q9BXR0
O00213	O60291
O00213	Q06481
O96018	Q06481
O96018	Q08AH1
O96018	Q92844
Q99767	Q06481
Q99767	Q8N7X4
Q66PJ3	O75822
Q66PJ3	Q8TBX8
Q5TA77	Q5T752
Q5TA77	Q5TA76
Q5TA77	Q5T7P3
Q5TA77	Q701N4
Q5TA77	P60014
Q5TA77	Q6L8G4
Q5TA77	P49901
Q5TA77	Q5TA81
Q5TA77	Q5T753
P37023	P27037
P37023	P02750
P37023	Q9UND3
P37023	Q13705
P37023	P17813
P37023	Q9UK05
P37023	P62942
P06756	P07996
P06756	Q14773
P06756	P23471
P02458	P49747
P02458	P09486
P02458	P21810
P02458	Q8IYK4
P02458	P25067
P02458	P0C862
P02458	O15335
P09486	P02461
O14732	O95336
O14732	Q9BW91
O14732	Q04760
O14732	P30520
O14732	Q8N4M1
O14732	Q9Y2V2
O14732	P29218
Q9H0U4	Q96A33
Q9H0U4	P61019
Q9H0U4	Q96BZ9
Q9H0U4	Q9NXU5
Q9H0U4	Q9Y3L5
Q9H0U4	Q8NBN7
Q9H0U4	Q92696
Q9H0U4	Q08379
Q9H0U4	Q6IAN0
Q9H0U4	P62820
Q9H0U4	P26374
Q9H0U4	P31150
Q9H0U4	Q01968
Q9H0U4	Q8WUD1
Q9H0U4	P24386
Q15181	P00492
Q15181	Q9H0W9
Q15181	Q9BY32
Q15181	Q9Y680
Q15181	Q04760
Q9H2U2	Q9NWM8
Q9H2U2	Q9HB40
Q9H2U2	O60927
P53701	P01562
P53701	Q8NDA8
P53701	P23786
P17931	Q6ZMK1
P17931	Q14627
P17931	P25391
P17931	O00182
P17931	P07108
P17931	P36222
P17931	O60494
P17931	Q6DKI2
Q9NY27	P60510
Q9NY27	P08758
Q9NY27	Q9BWU0
Q9NY27	Q6IN85
Q9NY27	Q9UIC8
Q9NY27	Q5MIZ7
Q9NY27	P31689
Q9NY27	Q96RY5
P31939	Q9NPJ3
P31939	P22102
P31939	P30566
P31939	P36871
P31939	Q04760
P31939	Q8IZ83
P31939	P34896
P31939	Q9Y315
P11912	P40259
O43186	O15265
O43186	Q8TC57
O43186	Q96IS3
O43186	Q9Y5X4
O15265	O75529
O15265	Q99973
O15265	Q16514
O15265	O75528
O15265	Q86TJ2
O15265	Q96ES7
O15265	Q96BN2
O15265	O75486
O15265	Q14CW9
O15265	Q8NEM7
Q8TC57	Q8NFW5
P50750	Q9H204
P50750	O00472
P50750	P51946
P50750	O60885
P50750	Q9UHB7
P50750	Q92908
P50750	O00170
P50750	Q5T200
P50750	Q15648
P50750	Q96MH2
P50750	Q7L2J0
P50750	O94992
P50750	P20930
P50750	Q6XYB7
P50750	Q4G0J3
P50750	Q58F21
P50750	P51825
P50750	Q93074
P50750	P51826
Q86TB9	Q8IZH2
Q86TB9	Q8IU60
Q86TB9	Q13823
P50613	P23634
P50613	P52597
P50613	Q96S94
P50613	Q01814
P50613	P51946
Q9UET6	Q6YHU6
Q9UI14	P11509
Q9UI14	Q9UQ26
Q9UI14	Q5BJH2
Q9UI14	P20336
Q9UI14	P62820
Q9UI14	Q9UL26
Q9UI14	Q00765
Q9UI14	Q9H0T7
P11509	P20853
Q9UQ26	Q8WZA2
Q5BJH2	Q9BTX3
Q5BJH2	O15162
P20336	Q86UR5
P20336	Q96QF0
P20336	Q96C24
P20336	P26374
P20336	P20337
P20336	Q8TBN0
P20336	P24386
P62820	Q96A33
P62820	Q9NRX4
P62820	P61086
P62820	P61019
P62820	Q9Y3L5
P62820	Q32P51
P62820	P24386
P62820	P50993
P62820	P26374
P62820	Q01968
P62820	Q8WUD1
P62820	Q92544
P62820	Q92696
P62820	Q9NXU5
P62820	Q8NBN7
P62820	Q08379
P62820	P31150
Q9UL26	Q13636
Q9UL26	Q15075
Q9UL26	Q8NEU8
Q9UL26	Q9H5N1
Q9UL26	P31150
Q9UL26	Q9UKG1
Q00765	Q96HR9
Q00765	Q8N8J7
Q00765	Q9NZS2
Q9H0T7	Q15075
Q9H0T7	Q53S33
Q9H0T7	Q9H5N1
Q8WWF5	P21589
P21589	P23560
O95716	P24386
P24386	Q9NP90
P24386	P09327
P24386	Q6IQ22
P24386	Q13636
P24386	P61106
P24386	Q96AH8
P24386	Q92696
P24386	O14966
P24386	P20337
P24386	P20338
P24386	P51151
Q10586	Q16534
Q10586	Q16520
Q10586	Q99814
Q10586	Q8N1L9
Q10586	Q9NR55
Q10586	Q10587
Q16534	Q16520
Q16534	Q99814
Q16534	Q9NR55
Q16520	Q99814
Q16520	P17275
Q16520	P10176
Q99814	Q9H6Z9
Q99814	Q8NFG4
Q99814	Q8N1L9
Q99814	Q96KS0
Q99814	Q9HBZ2
Q99814	Q9GZT9
Q99814	Q6RSH7
Q99814	O60224
Q99814	Q8WYA1
Q8N1L9	P17275
Q9NR55	Q9UKB3
Q9NR55	P15407
Q9NR55	P17275
Q9NR55	Q02930
Q9NR55	Q6ICC9
Q9NR55	P49716
Q9NR55	P17544
P19235	O14508
P19235	Q9NSE2
P19235	P01588
P19235	P27986
P19235	O14543
O14508	O15524
O14508	O14543
Q9NSE2	Q04759
Q9NSE2	P32927
Q9NSE2	Q4KMP7
P27986	O00459
P27986	Q7Z7G1
P27986	Q9NZU1
P27986	P16234
P27986	P09619
P27986	Q06418
P27986	P29376
P27986	P42336
P27986	P10827
P27986	P40763
P27986	Q12770
P27986	P16591
P27986	P17948
P27986	P07333
P27986	P10721
P27986	Q9UKG1
P27986	P42338
P27986	P30530
P27986	P21145
P27986	Q9Y6W8
P27986	P10747
P27986	P49768
P27986	O15524
P27986	P23458
P27986	P30874
P27986	Q9NZ94
P27986	P20930
P27986	O14654
P27986	P35590
P27986	Q05193
P27986	O00329
P27986	Q02763
P27986	Q9NP31
P27986	P58753
P27986	P10828
P27986	Q13322
P27986	P56945
P27986	P52333
P27986	P19793
P27986	P15391
P27986	P29597
P27986	Q15019
O14543	Q66K74
O14543	P52333
O14543	Q92546
O14543	Q13882
O14543	P49748
O14543	P23458
O14543	P48357
O14543	Q99062
Q5U651	P10301
Q5U651	Q6NYC8
Q5U651	O14807
Q5U651	P10114
P10301	P42338
P10301	P42336
P10301	Q12967
P10301	O00329
P10301	P55196
O14807	P42336
O14807	O43157
O14807	P42338
O14807	Q12967
O14807	O00329
O14807	P55196
P10114	Q8WZA2
P10114	P49356
P10114	Q12967
P10114	O95398
P10114	Q52LW3
P10114	P55196
Q92947	Q96GW9
Q96GW9	Q8IVI9
Q96GW9	Q8NCI6
Q96GW9	P16278
Q96GW9	P31994
Q96GW9	Q6UWU2
Q96GW9	Q8IW92
O00115	Q9UBS4
O00115	P23921
Q9UBS4	Q99470
Q9UBS4	Q8TB37
Q9UBS4	P23921
Q9UBS4	P00491
Q9UBS4	P15516
P23921	Q7LG56
Q96BZ8	Q96DF8
Q96BZ8	Q70Z53
Q96DF8	Q7Z6W1
Q96DF8	Q96N46
Q96DF8	Q70Z53
Q70Z53	Q96A09
Q70Z53	Q96N46
Q70Z53	Q9HD15
Q70Z53	Q8TBK6
Q70Z53	Q7Z6W1
Q8IYD1	Q4VXU2
Q8IYD1	Q9NZI8
Q8IYD1	Q96DU9
Q8IYD1	O95340
Q8IYD1	Q5JQF8
Q8IYD1	Q8WXF0
Q8IYD1	Q96Q15
Q8IYD1	Q92900
Q8IYD1	P0CB38
Q8IYD1	Q9NUD5
Q8IYD1	P49761
Q9H173	Q13685
Q9H173	Q8NCI6
Q9UQ80	Q9NZM5
Q9UQ80	Q9H089
Q9UQ80	Q96L21
Q9UQ80	Q9Y3B3
Q9UQ80	P62891
Q9UQ80	O15530
Q9UQ80	Q9H7B2
Q9UQ80	Q13823
Q9UQ80	Q969S3
Q9UQ80	Q9NVN8
Q9UQ80	P27635
Q9UQ80	Q9NU22
Q9UQ80	Q9BZE4
Q9UQ80	O00488
Q9UQ80	Q9NVX2
P62891	Q9NZM5
P62891	Q9H089
P62891	Q8TCJ2
P62891	P04843
P62891	Q96L21
P62891	O60524
P62891	Q969S3
P62891	P08240
P62891	Q9NVN8
P62891	Q9BZE4
P62891	P27635
P62891	P0C6T2
P62891	Q9H7B2
P62891	Q8NC51
P62891	Q9NU22
P62891	Q13823
P62891	O00488
P62891	Q6DKI1
P62891	Q6W5P4
P62891	Q5JVS0
P62891	O94822
P62891	Q9NVX2
P62891	Q9NRP0
Q9BXY0	Q9NW13
Q9BXY0	Q9NQ55
Q9BXY0	O15381
Q9BXY0	P06748
Q9BXY0	Q17RG1
Q9BXY0	Q9NVN8
Q9BXY0	Q14684
Q9BXY0	P10074
Q9BXY0	P62633
Q9BXY0	Q9H7B2
Q9BXY0	Q9BZE4
Q9BXY0	O75683
Q9BXY0	Q6RFH5
Q9BXY0	Q6DKI1
Q9BXY0	Q6W5P4
Q9BXY0	P56182
Q9BXY0	Q9Y3B9
P27635	Q13685
P27635	Q9H089
P27635	P04843
P27635	Q96EH5
P27635	Q969S3
P27635	P36915
P27635	Q6W5P4
P27635	Q6DKI1
Q9HC52	Q8TDD1
Q9HC52	Q9UIF9
Q9HC52	Q92522
Q9H7B2	Q02539
Q9H7B2	Q9NZM5
Q9H7B2	Q96EH5
Q9H7B2	Q9NVN8
Q9H7B2	Q9BZE4
Q9H7B2	Q9Y3B9
Q9H7B2	Q13823
Q9H7B2	O00488
Q9H7B2	Q15700
Q9H7B2	Q6W5P4
Q9H7B2	Q6DKI1
Q9H7B2	Q9NVX2
O95989	O94993
Q14684	Q9NQ55
Q14684	Q9BZE4
Q14684	Q8TEA1
Q14684	O75683
Q14684	Q6RFH5
Q14684	Q9Y3B9
Q8NC51	P51116
Q8NC51	Q96EH5
Q8NC51	Q96L21
Q8NC51	Q15813
Q96L21	Q13685
Q96L21	Q9H089
Q96L21	P04843
Q96L21	Q96EH5
Q96L21	P36915
Q96L21	Q6DKI1
Q96L21	Q6W5P4
Q96L21	O94822
Q9NU22	Q8IXM6
Q9NU22	Q9BZE4
Q9NU22	Q9NXF1
Q9NU22	Q9NVX2
Q9BZE4	Q02539
Q9BZE4	Q9NZM5
Q9BZE4	Q9NQ55
Q9BZE4	Q9BQ67
Q9BZE4	Q9H944
Q9BZE4	Q96EH5
Q9BZE4	P06748
Q9BZE4	Q17RG1
Q9BZE4	Q9NVN8
Q9BZE4	Q9UGY1
Q9BZE4	Q13823
Q9BZE4	O75683
Q9BZE4	Q6DKI1
Q9BZE4	Q9Y3B9
Q9BZE4	A3KMH1
Q9BZE4	Q99575
Q9BZE4	Q8TEA1
Q9BZE4	A8MU46
Q9BZE4	O00488
Q9BZE4	Q6RFH5
Q9BZE4	Q6W5P4
Q9BZE4	P56182
Q9BZE4	Q9NVX2
Q9NZM5	P62633
Q9NZM5	Q9NVN8
Q9NZM5	Q5JTH9
Q9NZM5	Q13823
Q9NZM5	O00488
Q9NZM5	Q96EH5
Q9NZM5	P06748
Q9NZM5	Q9NVX2
Q13823	Q02539
Q13823	Q96EH5
Q13823	Q9NVN8
Q13823	Q9UGY1
Q13823	C9JE40
Q13823	O00488
Q13823	Q6RFH5
Q13823	Q9NVX2
Q9NW13	O15318
Q9NW13	Q5JTH9
Q9NW13	Q9UGY1
Q9NW13	Q969P6
Q9NW13	Q9NQ55
Q9NW13	Q9Y3B9
O00488	O43598
O00488	Q8IWV7
O00488	Q96EH5
O00488	Q9NVN8
O00488	Q6DKI1
O00488	Q6W5P4
O00488	Q9NVX2
O75683	Q02539
O75683	Q9NQ55
O75683	P06748
O75683	Q9UGY1
O75683	Q9Y3B9
O75683	Q6RFH5
O75683	P56182
Q6RFH5	Q9NQ55
Q6RFH5	P16234
Q6RFH5	Q17RG1
Q6RFH5	Q9NVN8
Q6RFH5	Q9Y3B9
Q6RFH5	Q7Z2T5
Q6RFH5	Q8TEA1
Q6RFH5	Q6W5P4
Q6RFH5	Q96RL6
Q6RFH5	P56182
Q6RFH5	Q6DKI1
Q6DKI1	Q96EH5
Q96EH5	Q8TCJ2
Q96EH5	P04843
Q96EH5	Q6W5P4
Q96EH5	Q5JVS0
Q96EH5	Q9NVX2
Q96EH5	Q9NRP0
Q969S3	Q9H089
Q969S3	Q99575
Q8TCJ2	P61803
Q8TCJ2	O96005
Q8TCJ2	Q13454
Q8TCJ2	P04843
Q8TCJ2	Q9NRP0
Q9Y3B9	Q9NQ55
Q9Y3B9	Q17RG1
Q9Y3B9	Q8TDD1
Q9Y3B9	Q9NWT1
Q9Y3B9	P56182
P04843	Q96A33
P04843	P61803
P04843	O15127
P04843	P43308
P04843	Q9UM00
P04843	Q7KZF4
P04843	P0C6T2
P04843	Q9BVK2
P04843	Q13454
P04843	Q8NBN7
P04843	Q9UHQ4
P04843	Q5JPH6
P04843	Q9NRP0
Q5JPH6	Q9NRP0
Q9NVX2	Q9NVN8
Q9NVX2	Q9UGY1
Q9NVX2	A3KMH1
Q9NVX2	A8MU46
Q9NRP0	P0C6T2
O00459	P10747
O00459	Q9NZU1
O00459	P42338
O00459	P42336
O00459	P10721
O00459	P40763
O00459	P09619
O00459	Q15303
O00459	O00329
O00459	Q9UKG1
O00459	Q15019
P10747	P33681
Q9NZU1	P42338
P42338	O60934
P42338	O95057
P42338	Q7Z444
P42338	Q96HU8
P42338	A0A087WWA1
P42336	P16234
P42336	P09619
P42336	Q7Z444
P42336	P07333
P42336	P10721
P42336	Q9UKG1
P42336	O14654
P42336	A0A087WWA1
P42336	Q92888
P10721	Q9ULZ2
P10721	Q16827
P10721	Q14451
P10721	Q9P212
P10721	P15509
P10721	O14544
P10721	Q13322
P10721	P32927
P10721	Q92729
P10721	Q06187
P10721	P11274
P40763	P16234
P40763	Q9Y616
P40763	P09619
P40763	O60885
P40763	P52630
P40763	P16591
P40763	Q00978
P40763	O43293
P40763	P17948
P40763	O00570
P40763	P22301
P40763	Q9Y2X9
P40763	P51692
P40763	Q15788
P40763	Q01973
P40763	P51813
P40763	P48357
P40763	P48551
P40763	P17706
P40763	P52333
P40763	Q9Y6X2
P40763	Q12770
P40763	Q9UIH9
P40763	P23458
P40763	P06401
P40763	Q7Z7K2
P40763	Q9NP31
P40763	P30101
P40763	Q16665
P09619	Q14451
P09619	P01127
P09619	P29597
P09619	Q13322
P09619	Q99973
P09619	P17706
P09619	Q96PV0
P09619	P16333
P09619	P23458
P09619	P04085
P09619	Q86VI4
Q15303	Q96JA1
Q15303	P51692
Q15303	Q9UJM3
Q15303	P56975
Q15303	O14511
Q15303	Q9Y6Y0
Q15303	P16333
Q15303	P35070
Q15303	P46937
Q15303	Q92796
O00329	O95057
O00329	Q7Z444
O00329	Q96HU8
O00329	A0A087WWA1
Q9UKG1	P53618
Q9UKG1	Q12770
Q9UKG1	Q8NEU8
Q9UKG1	Q86V24
Q9UKG1	Q96A54
Q9UKG1	Q8TF65
Q9UKG1	Q9BV57
Q9UKG1	Q13367
Q9UKG1	Q01968
Q9UKG1	Q9NP31
Q15019	Q8IYM1
Q15019	Q9H3Q1
Q15019	Q14141
Q15019	Q12789
Q15019	Q92599
Q15019	Q6ZU15
Q15019	Q9UH03
Q15019	Q9P0V9
Q15019	Q16181
Q15019	Q99719
Q15019	O43236
Q15019	O00422
Q86UR5	O15083
Q86UR5	Q00975
Q86UR5	O14795
Q86UR5	Q38SD2
Q86UR5	Q8IUD2
Q96QF0	O60568
Q96QF0	P27708
Q96QF0	Q8IYE0
Q96QF0	P43026
Q96QF0	Q8NBS9
Q96QF0	Q8TBN0
Q96QF0	Q9BSW2
Q96C24	O00194
Q96C24	P51159
P26374	Q9NP90
P26374	Q6IQ22
P26374	Q13636
P26374	Q96AH8
P26374	Q92696
P26374	O14966
P26374	P51151
P20337	Q9H8Y1
P20337	P31150
Q8TBN0	Q8N9M5
Q8TBN0	Q86TV6
Q8TBN0	P43026
P49747	O15232
O15232	P30039
Q15853	P58397
Q15853	P22415
P58397	Q9NRH2
P58397	P22415
P58397	O95302
P22415	P57077
O75581	P04114
O75581	O95995
O75581	Q9H461
O75581	Q9BQB4
O75581	Q9UBR5
O75581	P41221
O75581	O94907
O75581	P56704
Q99996	Q16385
Q99996	P22612
Q99996	Q5SW79
Q99996	Q5VU43
Q99996	Q9H2F9
Q99996	Q05586
Q99996	Q8N0U7
Q86XR7	O43187
Q86XR7	Q9Y616
Q96BR1	O15530
P31994	O15357
Q9Y2T1	Q8N752
Q9Y2T1	Q6ZNA4
Q9Y2T1	O95271
Q9Y2T1	O95996
P48454	Q8N5C6
P48454	P24592
P48454	Q53ET0
P48454	Q14206
P48454	Q9UKA8
P48454	Q86VY9
P48454	P16298
P48454	A0A0B4J2A2
P48454	A0A075B759
P48454	A0A075B767
P48454	P0DN26
P48454	O95644
P48454	Q96N06
P48454	F5H284
P48454	P0DN37
P48454	Q9Y536
P41236	Q15435
P41236	Q14554
P41236	Q9H2G2
P41236	O60927
Q14206	P16298
O95996	Q9BQT9
O95996	Q8TDY4
O95996	Q9NWZ5
O95996	Q9BZX2
O95996	Q9HA47
O95996	Q9NSA3
O95996	O94985
O95996	Q9H4D0
O95996	Q9ULH1
Q8N5C6	Q7Z5H3
Q8NFZ8	Q8N3J6
Q8NFZ8	Q8N126
Q8NFZ8	P16234
Q8NFZ8	Q07108
Q8N3J6	Q8N126
Q8N126	P16234
P16234	Q7M4L6
P16234	P01127
P16234	Q15464
P16234	P23458
P16234	P04085
Q07108	P21453
Q07108	A6NDB9
P27169	Q13952
P27169	Q15166
Q13952	Q15166
Q13952	Q9UBE0
Q13952	Q8TB03
Q13952	Q01658
Q8WU90	P55039
Q8WU90	Q8NI27
Q8WU90	Q96J01
Q8WU90	Q86W42
Q8WU90	Q9Y295
Q9H845	Q3ZCQ8
Q9H845	Q5T2R2
Q9H845	Q8IUX1
Q9H845	Q8N4S9
Q9H845	Q9BU61
Q9NUQ8	O15120
Q8N6T7	Q9UKW6
Q8N6T7	Q06210
O75153	Q5VSY0
P14210	P35367
P14210	Q9Y680
P14210	Q05516
P35367	Q8TBK6
P35367	P05231
Q9Y680	P09972
Q9Y680	P06733
Q9Y680	P78417
Q9Y680	Q9Y2V2
Q9Y680	P09104
Q05516	Q9Y6I3
Q05516	P19793
Q05516	P11473
Q05516	Q96KE9
Q05516	P05231
P07942	Q16787
P07942	O00182
P07942	Q9Y6N6
P07942	O15230
P07942	P22303
P07942	Q5KU26
Q16787	O75445
Q16787	Q9Y6N6
Q16787	P55268
Q16787	Q9NZR2
Q16787	Q13751
O00182	P55011
O00182	Q3B8N2
O00182	Q6DKI2
O00182	Q9UHW9
O00182	P25391
O00182	Q7Z3C6
O00182	Q9UP95
Q9Y6N6	O15230
Q9Y6N6	P14543
Q9Y6N6	P55268
O15230	P55268
O15230	Q9NZR2
O15230	Q14118
O15230	O75445
P22303	P25391
Q5KU26	O95196
O95628	Q86TJ2
O95628	Q9BWU1
O95628	P49336
O95628	Q9UBH0
Q9H0F5	Q86U70
Q6ZNA4	Q8WTS6
Q6ZNA4	O43541
Q6ZNA4	P12755
Q6ZNA4	P12757
Q96FW1	Q16763
Q96FW1	Q96FJ0
Q9HAC8	O15344
Q9HAC8	Q99942
Q8WY64	O14950
O15151	Q00987
O15151	O60934
O15151	Q03181
O15151	Q93009
O15151	Q5T0L3
O15151	Q92878
Q9Y4L5	P24390
Q9Y4L5	Q86VP1
Q9Y4L5	Q15038
P36406	H3BUK9
P36406	Q5VVX9
P36406	A0JP26
P36406	Q9NR09
Q00987	Q03181
Q00987	Q9NS23
Q00987	Q93009
Q00987	Q92878
Q00987	Q9H4L4
Q00987	Q6ZTQ3
Q00987	P61086
Q00987	Q8WTS6
Q00987	Q86WH2
Q00987	Q86UV5
Q00987	Q9Y6B2
Q00987	O60934
Q00987	P51959
Q00987	Q16665
Q14139	Q5VVQ6
Q14139	Q9Y263
Q14139	Q9UNZ2
Q14139	Q92551
Q9UBV4	Q9H497
Q9UBV4	P41221
Q9UBV4	Q5T9L3
P41221	Q15818
P41221	Q12841
P41221	Q01973
P41221	O00755
P41221	P34925
P41221	Q01974
P41221	Q9UP38
P41221	Q8N2G4
P41221	Q14332
P41221	Q5T9L3
Q5T9L3	P35372
P48052	P58166
P58166	P19883
A4D1E9	P57723
P48307	P03952
P48307	P03951
P03951	P08697
O15155	Q8WVM8
O15155	O95249
O15155	O14653
Q8WVM8	O14653
Q8WVM8	O95249
Q8WVM8	Q96JB2
Q8WVM8	Q9BRL7
Q8WVM8	Q96IW7
Q8WVM8	Q9NYM9
O95249	O14653
O95249	Q8NBU5
O95249	Q96IW7
O95249	Q5QGZ9
O95249	Q9BRL7
O95249	O15260
O95249	Q14789
O95249	Q9NYM9
O95249	Q86VY9
O14653	Q96IW7
O14653	Q5QGZ9
O14653	Q9BRL7
O14653	Q9NYM9
P43490	Q70CQ1
Q70CQ1	Q16778
Q70CQ1	P41208
Q70CQ1	Q14CW9
Q15165	O94898
O94898	Q96JA1
O60381	P0C7T5
O60381	P54253
P0C7T5	Q8WY36
P0C7T5	Q96RK0
P54253	Q96RK0
P54253	Q8WY36
P54253	P41225
Q02446	Q8IV63
Q96T58	P35548
Q96T58	Q04721
O14910	Q8WUM9
O14910	Q92796
O14910	Q15700
P51636	Q14254
Q14254	P61019
Q14254	Q9UQV4
Q14254	Q6UWV2
Q14254	O95563
Q14254	Q9UBI6
Q14254	O77932
Q14254	O75955
O43364	Q96PM5
Q96PM5	O60662
Q96PM5	P14652
Q96PM5	P14653
Q8NES3	Q04721
Q04721	P78504
Q04721	O00548
Q04721	O00587
Q04721	P49768
Q04721	Q96JK9
Q04721	P16615
Q04721	Q92585
Q04721	Q8IZL2
Q04721	Q07157
Q04721	P53992
Q04721	Q86Y01
Q04721	P49810
Q04721	P55196
Q04721	Q9Y219
Q04721	Q06330
P40425	P17481
P40425	P55347
P40425	Q86W92
P40425	Q9Y586
P40425	O60663
P40425	A6NC98
P40425	Q96EZ8
P40425	P14653
P40425	Q96S38
P40425	Q9NXF8
P40425	Q13394
P40425	Q5U5X8
P40425	B2RD01
P40425	P78537
P40425	O14770
P40425	Q9H7B4
P14651	P28356
P14651	P31274
P31274	P14735
O43365	O15145
O43365	P08236
P17481	P40426
P28356	P55347
P40426	P55347
P40426	Q6RW13
P40426	Q9Y586
P40426	O60663
P40426	P14653
P40426	Q13394
P40426	Q5U5X8
P40426	O14770
Q9Y261	Q9P2R3
Q99717	Q9HAU4
Q99717	Q6KF10
Q99717	O95405
Q99717	O43541
Q99717	O00255
Q99717	Q7Z3T8
Q99717	P12755
Q99717	P35453
Q99717	P50616
Q99717	O60315
Q99717	P46937
Q99687	O14770
O14770	Q9Y2B2
O14770	Q9BYU1
O14770	Q92826
O14770	P55347
O14770	Q05925
O14770	P19622
O14770	Q8IYS4
O14770	Q9Y586
O14770	O60663
O14770	Q13394
O14770	O60479
O14770	Q5U5X8
O14770	Q96HB5
P52757	P16333
P52757	P41222
P52757	P15882
P52757	Q96LD8
P16333	Q8WV28
P16333	P35916
P16333	P17948
P16333	Q6PJG9
P16333	Q7Z4I7
P16333	Q8N4C8
P16333	Q86V24
P16333	Q9NTX9
P16333	O75914
P16333	Q9Y2A7
P16333	P56278
P16333	O60880
P16333	Q05193
P16333	O60500
P16333	Q8TAK6
P16333	O43516
P16333	Q92558
P16333	P56945
P16333	Q9UKE5
P16333	P0CW20
P16333	P0CW19
Q9Y345	Q86VR2
Q9Y345	P63218
P31645	Q13491
P31645	O76070
Q99719	Q8IYM1
Q99719	Q9H3Q1
Q99719	Q14141
Q99719	O60260
Q99719	Q92599
Q99719	Q9UH03
Q99719	Q9P0V9
Q99719	Q16181
Q01668	O15034
Q01668	P05937
Q01668	O00305
Q01668	Q02641
Q01668	O95153
Q01668	Q08289
Q14721	Q9BQ31
Q8NFX7	Q99747
Q01959	Q9Y6I3
Q01959	P42566
Q01959	O60260
Q01959	P14416
O14795	Q8NB66
O14795	Q8N4E4
O14795	Q9UPW8
P20815	P00167
P00167	Q02928
P00167	P51572
P00167	O00767
P00167	P05093
P00167	P04798
P20585	P40692
P20585	P54278
P20585	Q9UQ84
P20585	Q15046
Q15046	P54136
Q15046	P14868
Q15046	A2RTX5
Q15046	P40222
Q15046	Q86SQ7
Q15046	O43324
Q92558	P07737
Q92558	P35080
Q92558	O60504
Q92558	Q9P2E7
Q92558	Q400G9
Q92558	Q6XZF7
Q92558	Q6DKJ4
Q92558	Q6NT52
Q92558	Q9Y2A7
Q92558	Q8NB15
Q92558	Q5T124
Q92558	O43295
Q92558	Q8WUW1
Q92558	Q7L576
Q92558	Q92934
Q92558	Q5HYW2
Q6XZF7	Q9NQY0
Q6XZF7	P14598
Q6XZF7	Q9NP79
Q6XZF7	P30793
Q6XZF7	Q70E73
Q6XZF7	Q9UQ16
Q6XZF7	Q15080
Q6XZF7	Q05193
O00499	Q8N3D4
O00499	P49418
O00499	Q8NF91
O00499	Q8WXH0
O00499	P50570
O00499	Q13496
O00499	Q05193
O60504	P13631
O60504	Q9NP79
O60504	O75955
O60504	Q9Y6W5
O60504	P30793
O60504	Q9BST9
O60504	Q14151
O60504	O15357
Q9C0K3	O15145
Q9C0K3	Q9BPX5
Q9C0K3	P59998
Q9C0K3	O15143
Q9C0K3	O15511
Q9C0K3	Q92747
Q9C0K3	O15144
O15144	O15145
O15144	Q9P1U1
